4,Assam,65,Udalguri
state_id,state_name,district_id,district_name
4,Assam,769,West Karbi Anglong
state_id,state_name,district_id,district_name
5,Bihar,74,Araria
state_id,state_name,district_id,district_name
5,Bihar,78,Arwal
state_id,state_name,district_id,district_name
5,Bihar,77,Aurangabad
state_id,state_name,district_id,district_name
5,Bihar,83,Banka
state_id,state_name,district_id,district_name
5,Bihar,98,Begusarai
state_id,state_name,district_id,district_name
5,Bihar,82,Bhagalpur
state_id,state_name,district_id,district_name
5,Bihar,99,Bhojpur
state_id,state_name,district_id,district_name
5,Bihar,100,Buxar
state_id,state_name,district_id,district_name
5,Bihar,94,Darbhanga
state_id,state_name,district_id,district_name
5,Bihar,105,East Champaran
state_id,state_name,district_id,district_name
5,Bihar,79,Gaya
state_id,state_name,district_id,district_name
5,Bihar,104,Gopalganj
state_id,state_name,district_id,district_name
5,Bihar,107,Jamui
state_id,state_name,district_id,district_name
5,Bihar,91,Jehanabad
state_id,state_name,district_id,district_name
5,Bihar,80,Kaimur
state_id,state_name,district_id,district_name
5,Bihar,75,Katihar
state_id,state_name,district_id,district_name
5,Bihar,101,Khagaria
state_id,state_name,district_id,district_name
5,Bihar,76,Kishanganj
state_id,state_name,district_id,district_name
5,Bihar,84,Lakhisarai
state_id,state_name,district_id,district_name
5,Bihar,70,Madhepura
state_id,state_name,district_id,district_name
5,Bihar,95,Madhubani
state_id,state_name,district_id,district_name
5,Bihar,85,Munger
state_id,state_name,district_id,district_name
5,Bihar,86,Muzaffarpur
state_id,state_name,district_id,district_name
5,Bihar,90,Nalanda
state_id,state_name,district_id,district_name
5,Bihar,92,Nawada
state_id,state_name,district_id,district_name
5,Bihar,97,Patna
state_id,state_name,district_id,district_name
5,Bihar,73,Purnia
state_id,state_name,district_id,district_name
5,Bihar,81,Rohtas
state_id,state_name,district_id,district_name
5,Bihar,71,Saharsa
state_id,state_name,district_id,district_name
5,Bihar,96,Samastipur
state_id,state_name,district_id,district_name
5,Bihar,102,Saran
state_id,state_name,district_id,district_name
5,Bihar,93,Sheikhpura
state_id,state_name,district_id,district_name
5,Bihar,87,Sheohar
state_id,state_name,district_id,district_name
5,Bihar,88,Sitamarhi
state_id,state_name,district_id,district_name
5,Bihar,103,Siwan
state_id,state_name,district_id,district_name
5,Bihar,72,Supaul
state_id,state_name,district_id,district_name
5,Bihar,89,Vaishali
state_id,state_name,district_id,district_name
5,Bihar,106,West Champaran
state_id,state_name,district_id,district_name
6,Chandigarh,108,Chandigarh
state_id,state_name,district_id,district_name
7,Chhattisgarh,110,Balod
state_id,state_name,district_id,district_name
7,Chhattisgarh,111,Baloda bazar
state_id,state_name,district_id,district_name
7,Chhattisgarh,112,Balrampur
state_id,state_name,district_id,district_name
7,Chhattisgarh,113,Bastar
state_id,state_name,district_id,district_name
7,Chhattisgarh,114,Bemetara
state_id,state_name,district_id,district_name
7,Chhattisgarh,115,Bijapur
state_id,state_name,district_id,district_name
7,Chhattisgarh,116,Bilaspur
state_id,state_name,district_id,district_name
7,Chhattisgarh,117,Dantewada
state_id,state_name,district_id,district_name
7,Chhattisgarh,118,Dhamtari
state_id,state_name,district_id,district_name
7,Chhattisgarh,119,Durg
state_id,state_name,district_id,district_name
7,Chhattisgarh,120,Gariaband
state_id,state_name,district_id,district_name
7,Chhattisgarh,136,Gaurella Pendra Marwahi
state_id,state_name,district_id,district_name
7,Chhattisgarh,121,Janjgir-Champa
state_id,state_name,district_id,district_name
7,Chhattisgarh,122,Jashpur
state_id,state_name,district_id,district_name
7,Chhattisgarh,123,Kanker
state_id,state_name,district_id,district_name
7,Chhattisgarh,135,Kawardha
state_id,state_name,district_id,district_name
7,Chhattisgarh,124,Kondagaon
state_id,state_name,district_id,district_name
7,Chhattisgarh,125,Korba
state_id,state_name,district_id,district_name
7,Chhattisgarh,126,Koriya
state_id,state_name,district_id,district_name
7,Chhattisgarh,127,Mahasamund
state_id,state_name,district_id,district_name
7,Chhattisgarh,128,Mungeli
state_id,state_name,district_id,district_name
7,Chhattisgarh,129,Narayanpur
state_id,state_name,district_id,district_name
7,Chhattisgarh,130,Raigarh
state_id,state_name,district_id,district_name
7,Chhattisgarh,109,Raipur
state_id,state_name,district_id,district_name
7,Chhattisgarh,131,Rajnandgaon
state_id,state_name,district_id,district_name
7,Chhattisgarh,132,Sukma
state_id,state_name,district_id,district_name
7,Chhattisgarh,133,Surajpur
state_id,state_name,district_id,district_name
7,Chhattisgarh,134,Surguja
state_id,state_name,district_id,district_name
8,Dadar and Nagar Haveli,137,Dadra and Nagar Haveli
state_id,state_name,district_id,district_name
37,Daman and Diu,138,Daman
state_id,state_name,district_id,district_name
37,Daman and Diu,139,Diu
state_id,state_name,district_id,district_name
9,Delhi,141,Central Delhi
state_id,state_name,district_id,district_name
9,Delhi,145,East Delhi
state_id,state_name,district_id,district_name
9,Delhi,140,New Delhi
state_id,state_name,district_id,district_name
9,Delhi,146,North Delhi
state_id,state_name,district_id,district_name
9,Delhi,147,North East Delhi
state_id,state_name,district_id,district_name
9,Delhi,143,North West Delhi
state_id,state_name,district_id,district_name
9,Delhi,148,Shahdara
state_id,state_name,district_id,district_name
9,Delhi,149,South Delhi
state_id,state_name,district_id,district_name
9,Delhi,144,South East Delhi
state_id,state_name,district_id,district_name
9,Delhi,150,South West Delhi
state_id,state_name,district_id,district_name
9,Delhi,142,West Delhi
state_id,state_name,district_id,district_name
80,Demo,782,Demo Dist
state_id,state_name,district_id,district_name
82,DhState1,784,DhDistrict
state_id,state_name,district_id,district_name
90,DNM State,793,DNM Amit
state_id,state_name,district_id,district_name
90,DNM State,794,DNM Amol
state_id,state_name,district_id,district_name
90,DNM State,795,DNM Ankit
state_id,state_name,district_id,district_name
90,DNM State,796,DNM Kunal
state_id,state_name,district_id,district_name
90,DNM State,797,DNM Neha
state_id,state_name,district_id,district_name
90,DNM State,799,DNM Sandesh
state_id,state_name,district_id,district_name
90,DNM State,803,ertem
state_id,state_name,district_id,district_name
90,DNM State,805,ertert
state_id,state_name,district_id,district_name
90,DNM State,798,Sandesh
state_id,state_name,district_id,district_name
90,DNM State,804,testeee
state_id,state_name,district_id,district_name
90,DNM State,801,testtest
state_id,state_name,district_id,district_name
90,DNM State,802,testTest1
state_id,state_name,district_id,district_name
10,Goa,151,North Goa
state_id,state_name,district_id,district_name
10,Goa,152,South Goa
state_id,state_name,district_id,district_name
11,Gujarat,154,Ahmedabad
state_id,state_name,district_id,district_name
11,Gujarat,770,Ahmedabad Corporation
state_id,state_name,district_id,district_name
11,Gujarat,174,Amreli
state_id,state_name,district_id,district_name
11,Gujarat,179,Anand
state_id,state_name,district_id,district_name
11,Gujarat,158,Aravalli
state_id,state_name,district_id,district_name
11,Gujarat,159,Banaskantha
state_id,state_name,district_id,district_name
11,Gujarat,180,Bharuch
state_id,state_name,district_id,district_name
11,Gujarat,175,Bhavnagar
state_id,state_name,district_id,district_name
11,Gujarat,771,Bhavnagar Corporation
state_id,state_name,district_id,district_name
11,Gujarat,176,Botad
state_id,state_name,district_id,district_name
11,Gujarat,181,Chhotaudepur
state_id,state_name,district_id,district_name
11,Gujarat,182,Dahod
state_id,state_name,district_id,district_name
11,Gujarat,163,Dang
state_id,state_name,district_id,district_name
11,Gujarat,168,Devbhumi Dwaraka
state_id,state_name,district_id,district_name
11,Gujarat,153,Gandhinagar
state_id,state_name,district_id,district_name
11,Gujarat,772,Gandhinagar Corporation
state_id,state_name,district_id,district_name
11,Gujarat,177,Gir Somnath
state_id,state_name,district_id,district_name
11,Gujarat,816,gitsre
state_id,state_name,district_id,district_name
11,Gujarat,815,gujarathDistrict
state_id,state_name,district_id,district_name
11,Gujarat,169,Jamnagar
state_id,state_name,district_id,district_name
11,Gujarat,773,Jamnagar Corporation
state_id,state_name,district_id,district_name
11,Gujarat,178,Junagadh
state_id,state_name,district_id,district_name
11,Gujarat,774,Junagadh Corporation
state_id,state_name,district_id,district_name
11,Gujarat,156,Kheda
state_id,state_name,district_id,district_name
11,Gujarat,170,Kutch
state_id,state_name,district_id,district_name
11,Gujarat,183,Mahisagar
state_id,state_name,district_id,district_name
11,Gujarat,160,Mehsana
state_id,state_name,district_id,district_name
11,Gujarat,171,Morbi
state_id,state_name,district_id,district_name
11,Gujarat,184,Narmada
state_id,state_name,district_id,district_name
11,Gujarat,164,Navsari
state_id,state_name,district_id,district_name
11,Gujarat,185,Panchmahal
state_id,state_name,district_id,district_name
11,Gujarat,161,Patan
state_id,state_name,district_id,district_name
11,Gujarat,172,Porbandar
state_id,state_name,district_id,district_name
11,Gujarat,173,Rajkot
state_id,state_name,district_id,district_name
11,Gujarat,775,Rajkot Corporation
state_id,state_name,district_id,district_name
11,Gujarat,162,Sabarkantha
state_id,state_name,district_id,district_name
11,Gujarat,165,Surat
state_id,state_name,district_id,district_name
11,Gujarat,776,Surat Corporation
state_id,state_name,district_id,district_name
11,Gujarat,157,Surendranagar
state_id,state_name,district_id,district_name
11,Gujarat,166,Tapi
state_id,state_name,district_id,district_name
11,Gujarat,806,Test District123
state_id,state_name,district_id,district_name
11,Gujarat,155,Vadodara
state_id,state_name,district_id,district_name
11,Gujarat,777,Vadodara Corporation
state_id,state_name,district_id,district_name
11,Gujarat,167,Valsad
state_id,state_name,district_id,district_name
12,Haryana II,193,Ambala
state_id,state_name,district_id,district_name
12,Haryana II,200,Bhiwani
state_id,state_name,district_id,district_name
12,Haryana II,201,Charkhi Dadri
state_id,state_name,district_id,district_name
12,Haryana II,199,Faridabad
state_id,state_name,district_id,district_name
12,Haryana II,196,Fatehabad
state_id,state_name,district_id,district_name
12,Haryana II,188,Gurgaon
state_id,state_name,district_id,district_name
12,Haryana II,191,Hisar
state_id,state_name,district_id,district_name
12,Haryana II,189,Jhajjar
state_id,state_name,district_id,district_name
12,Haryana II,204,Jind
state_id,state_name,district_id,district_name
12,Haryana II,190,Kaithal
state_id,state_name,district_id,district_name
12,Haryana II,203,Karnal
state_id,state_name,district_id,district_name
12,Haryana II,186,Kurukshetra
state_id,state_name,district_id,district_name
12,Haryana II,206,Mahendragarh
state_id,state_name,district_id,district_name
12,Haryana II,205,Nuh
state_id,state_name,district_id,district_name
12,Haryana II,207,Palwal
state_id,state_name,district_id,district_name
12,Haryana II,187,Panchkula
state_id,state_name,district_id,district_name
12,Haryana II,195,Panipat
state_id,state_name,district_id,district_name
12,Haryana II,202,Rewari
state_id,state_name,district_id,district_name
12,Haryana II,192,Rohtak
state_id,state_name,district_id,district_name
12,Haryana II,194,Sirsa
state_id,state_name,district_id,district_name
12,Haryana II,198,Sonipat
state_id,state_name,district_id,district_name
12,Haryana II,197,Yamunanagar
state_id,state_name,district_id,district_name
13,Himachal Pradesh,219,Bilaspur
state_id,state_name,district_id,district_name
13,Himachal Pradesh,214,Chamba
state_id,state_name,district_id,district_name
13,Himachal Pradesh,217,Hamirpur
state_id,state_name,district_id,district_name
13,Himachal Pradesh,213,Kangra
state_id,state_name,district_id,district_name
13,Himachal Pradesh,216,Kinnaur
state_id,state_name,district_id,district_name
13,Himachal Pradesh,211,Kullu
state_id,state_name,district_id,district_name
13,Himachal Pradesh,210,Lahaul Spiti
state_id,state_name,district_id,district_name
13,Himachal Pradesh,215,Mandi
state_id,state_name,district_id,district_name
13,Himachal Pradesh,208,Shimla
state_id,state_name,district_id,district_name
13,Himachal Pradesh,212,Sirmaur
state_id,state_name,district_id,district_name
13,Himachal Pradesh,209,Solan
state_id,state_name,district_id,district_name
13,Himachal Pradesh,218,Una
state_id,state_name,district_id,district_name
14,Jammu and Kashmir,224,Anantnag
state_id,state_name,district_id,district_name
14,Jammu and Kashmir,223,Bandipore
state_id,state_name,district_id,district_name
14,Jammu and Kashmir,225,Baramulla
state_id,state_name,district_id,district_name
14,Jammu and Kashmir,229,Budgam
state_id,state_name,district_id,district_name
14,Jammu and Kashmir,232,Doda
state_id,state_name,district_id,district_name
14,Jammu and Kashmir,228,Ganderbal
state_id,state_name,district_id,district_name
14,Jammu and Kashmir,230,Jammu
state_id,state_name,district_id,district_name
14,Jammu and Kashmir,234,Kathua
state_id,state_name,district_id,district_name
14,Jammu and Kashmir,231,Kishtwar
state_id,state_name,district_id,district_name
14,Jammu and Kashmir,221,Kulgam
state_id,state_name,district_id,district_name
14,Jammu and Kashmir,226,Kupwara
state_id,state_name,district_id,district_name
14,Jammu and Kashmir,238,Poonch
state_id,state_name,district_id,district_name
14,Jammu and Kashmir,227,Pulwama
state_id,state_name,district_id,district_name
14,Jammu and Kashmir,237,Rajouri
state_id,state_name,district_id,district_name
14,Jammu and Kashmir,235,Ramban
state_id,state_name,district_id,district_name
14,Jammu and Kashmir,239,Reasi
state_id,state_name,district_id,district_name
14,Jammu and Kashmir,236,Samba
state_id,state_name,district_id,district_name
14,Jammu and Kashmir,222,Shopian
state_id,state_name,district_id,district_name
14,Jammu and Kashmir,220,Srinagar
state_id,state_name,district_id,district_name
14,Jammu and Kashmir,233,Udhampur
state_id,state_name,district_id,district_name
15,Jharkhand,242,Bokaro
state_id,state_name,district_id,district_name
15,Jharkhand,245,Chatra
state_id,state_name,district_id,district_name
15,Jharkhand,253,Deoghar
state_id,state_name,district_id,district_name
15,Jharkhand,257,Dhanbad
state_id,state_name,district_id,district_name
15,Jharkhand,258,Dumka
state_id,state_name,district_id,district_name
15,Jharkhand,247,East Singhbhum
state_id,state_name,district_id,district_name
15,Jharkhand,243,Garhwa
state_id,state_name,district_id,district_name
15,Jharkhand,256,Giridih
state_id,state_name,district_id,district_name
15,Jharkhand,262,Godda
state_id,state_name,district_id,district_name
15,Jharkhand,251,Gumla
state_id,state_name,district_id,district_name
15,Jharkhand,255,Hazaribagh
state_id,state_name,district_id,district_name
15,Jharkhand,259,Jamtara
state_id,state_name,district_id,district_name
15,Jharkhand,252,Khunti
state_id,state_name,district_id,district_name
15,Jharkhand,241,Koderma
state_id,state_name,district_id,district_name
15,Jharkhand,244,Latehar
state_id,state_name,district_id,district_name
15,Jharkhand,250,Lohardaga
state_id,state_name,district_id,district_name
15,Jharkhand,261,Pakur
state_id,state_name,district_id,district_name
15,Jharkhand,246,Palamu
state_id,state_name,district_id,district_name
15,Jharkhand,254,Ramgarh
state_id,state_name,district_id,district_name
15,Jharkhand,240,Ranchi
state_id,state_name,district_id,district_name
15,Jharkhand,260,Sahebganj
state_id,state_name,district_id,district_name
15,Jharkhand,248,Seraikela Kharsawan
state_id,state_name,district_id,district_name
15,Jharkhand,249,Simdega
state_id,state_name,district_id,district_name
15,Jharkhand,263,West Singhbhum
state_id,state_name,district_id,district_name
16,Karnataka,270,Bagalkot
state_id,state_name,district_id,district_name
16,Karnataka,276,Bangalore Rural
state_id,state_name,district_id,district_name
16,Karnataka,265,Bangalore Urban
state_id,state_name,district_id,district_name
16,Karnataka,294,BBMP
state_id,state_name,district_id,district_name
16,Karnataka,264,Belgaum
state_id,state_name,district_id,district_name
16,Karnataka,274,Bellary
state_id,state_name,district_id,district_name
16,Karnataka,272,Bidar
state_id,state_name,district_id,district_name
16,Karnataka,271,Chamarajanagar
state_id,state_name,district_id,district_name
16,Karnataka,273,Chikamagalur
state_id,state_name,district_id,district_name
16,Karnataka,291,Chikkaballapur
state_id,state_name,district_id,district_name
16,Karnataka,268,Chitradurga
state_id,state_name,district_id,district_name
16,Karnataka,269,Dakshina Kannada
state_id,state_name,district_id,district_name
16,Karnataka,275,Davanagere
state_id,state_name,district_id,district_name
16,Karnataka,278,Dharwad
state_id,state_name,district_id,district_name
16,Karnataka,280,Gadag
state_id,state_name,district_id,district_name
16,Karnataka,267,Gulbarga
state_id,state_name,district_id,district_name
16,Karnataka,289,Hassan
state_id,state_name,district_id,district_name
16,Karnataka,279,Haveri
state_id,state_name,district_id,district_name
16,Karnataka,283,Kodagu
state_id,state_name,district_id,district_name
16,Karnataka,277,Kolar
state_id,state_name,district_id,district_name
16,Karnataka,282,Koppal
state_id,state_name,district_id,district_name
16,Karnataka,290,Mandya
state_id,state_name,district_id,district_name
16,Karnataka,266,Mysore
state_id,state_name,district_id,district_name
16,Karnataka,284,Raichur
state_id,state_name,district_id,district_name
16,Karnataka,292,Ramanagara
state_id,state_name,district_id,district_name
16,Karnataka,287,Shimoga
state_id,state_name,district_id,district_name
16,Karnataka,288,Tumkur
state_id,state_name,district_id,district_name
16,Karnataka,286,Udupi
state_id,state_name,district_id,district_name
16,Karnataka,281,Uttar Kannada
state_id,state_name,district_id,district_name
16,Karnataka,293,Vijayapura
state_id,state_name,district_id,district_name
16,Karnataka,285,Yadgir
state_id,state_name,district_id,district_name
17,Kerala,301,Alappuzha
state_id,state_name,district_id,district_name
17,Kerala,307,Ernamkulam
state_id,state_name,district_id,district_name
17,Kerala,306,Idukki
state_id,state_name,district_id,district_name
17,Kerala,297,Kannur
state_id,state_name,district_id,district_name
17,Kerala,295,Kasaragod
state_id,state_name,district_id,district_name
17,Kerala,298,Kollam
state_id,state_name,district_id,district_name
17,Kerala,304,Kottayam
state_id,state_name,district_id,district_name
17,Kerala,305,Kozhikode
state_id,state_name,district_id,district_name
17,Kerala,302,Malappuram
state_id,state_name,district_id,district_name
17,Kerala,308,Palakkad
state_id,state_name,district_id,district_name
17,Kerala,300,Pathanamthitta
state_id,state_name,district_id,district_name
17,Kerala,296,Thiruvananthapuram
state_id,state_name,district_id,district_name
17,Kerala,303,Thrissur
state_id,state_name,district_id,district_name
17,Kerala,299,Wayanad
state_id,state_name,district_id,district_name
88,KeralaNew,790,KeralaDistrict
state_id,state_name,district_id,district_name
98,KL New,813,PL new
state_id,state_name,district_id,district_name
18,Ladakh,309,Kargil
state_id,state_name,district_id,district_name
18,Ladakh,310,Leh Ladakh
state_id,state_name,district_id,district_name
19,Lakshadweep,311,Lakshadweep
state_id,state_name,district_id,district_name
107,Lucknow,821,Lucknow
state_id,state_name,district_id,district_name
20,Madhya Pradesh,320,Agar
state_id,state_name,district_id,district_name
20,Madhya Pradesh,357,Alirajpur
state_id,state_name,district_id,district_name
20,Madhya Pradesh,334,Anuppur
state_id,state_name,district_id,district_name
20,Madhya Pradesh,354,Ashoknagar
state_id,state_name,district_id,district_name
20,Madhya Pradesh,338,Balaghat
state_id,state_name,district_id,district_name
20,Madhya Pradesh,343,Barwani
state_id,state_name,district_id,district_name
20,Madhya Pradesh,362,Betul
state_id,state_name,district_id,district_name
20,Madhya Pradesh,351,Bhind
state_id,state_name,district_id,district_name
20,Madhya Pradesh,312,Bhopal
state_id,state_name,district_id,district_name
20,Madhya Pradesh,342,Burhanpur
state_id,state_name,district_id,district_name
20,Madhya Pradesh,328,Chhatarpur
state_id,state_name,district_id,district_name
20,Madhya Pradesh,337,Chhindwara
state_id,state_name,district_id,district_name
20,Madhya Pradesh,327,Damoh
state_id,state_name,district_id,district_name
20,Madhya Pradesh,350,Datia
state_id,state_name,district_id,district_name
20,Madhya Pradesh,324,Dewas
state_id,state_name,district_id,district_name
20,Madhya Pradesh,341,Dhar
state_id,state_name,district_id,district_name
20,Madhya Pradesh,336,Dindori
state_id,state_name,district_id,district_name
20,Madhya Pradesh,348,Guna
state_id,state_name,district_id,district_name
20,Madhya Pradesh,313,Gwalior
state_id,state_name,district_id,district_name
20,Madhya Pradesh,361,Harda
state_id,state_name,district_id,district_name
20,Madhya Pradesh,360,Hoshangabad
state_id,state_name,district_id,district_name
20,Madhya Pradesh,314,Indore
state_id,state_name,district_id,district_name
20,Madhya Pradesh,315,Jabalpur
state_id,state_name,district_id,district_name
20,Madhya Pradesh,340,Jhabua
state_id,state_name,district_id,district_name
20,Madhya Pradesh,353,Katni
state_id,state_name,district_id,district_name
20,Madhya Pradesh,339,Khandwa
state_id,state_name,district_id,district_name
20,Madhya Pradesh,344,Khargone
state_id,state_name,district_id,district_name
20,Madhya Pradesh,335,Mandla
state_id,state_name,district_id,district_name
20,Madhya Pradesh,319,Mandsaur
state_id,state_name,district_id,district_name
20,Madhya Pradesh,347,Morena
state_id,state_name,district_id,district_name
20,Madhya Pradesh,352,Narsinghpur
state_id,state_name,district_id,district_name
20,Madhya Pradesh,323,Neemuch
state_id,state_name,district_id,district_name
20,Madhya Pradesh,326,Panna
state_id,state_name,district_id,district_name
20,Madhya Pradesh,359,Raisen
state_id,state_name,district_id,district_name
20,Madhya Pradesh,358,Rajgarh
state_id,state_name,district_id,district_name
20,Madhya Pradesh,322,Ratlam
state_id,state_name,district_id,district_name
20,Madhya Pradesh,316,Rewa
state_id,state_name,district_id,district_name
20,Madhya Pradesh,317,Sagar
state_id,state_name,district_id,district_name
20,Madhya Pradesh,333,Satna
state_id,state_name,district_id,district_name
20,Madhya Pradesh,356,Sehore
state_id,state_name,district_id,district_name
20,Madhya Pradesh,349,Seoni
state_id,state_name,district_id,district_name
20,Madhya Pradesh,332,Shahdol
state_id,state_name,district_id,district_name
20,Madhya Pradesh,321,Shajapur
state_id,state_name,district_id,district_name
20,Madhya Pradesh,346,Sheopur
state_id,state_name,district_id,district_name
20,Madhya Pradesh,345,Shivpuri
state_id,state_name,district_id,district_name
20,Madhya Pradesh,331,Sidhi
state_id,state_name,district_id,district_name
20,Madhya Pradesh,330,Singrauli
state_id,state_name,district_id,district_name
20,Madhya Pradesh,325,Tikamgarh
state_id,state_name,district_id,district_name
20,Madhya Pradesh,318,Ujjain
state_id,state_name,district_id,district_name
20,Madhya Pradesh,329,Umaria
state_id,state_name,district_id,district_name
20,Madhya Pradesh,355,Vidisha
state_id,state_name,district_id,district_name
21,Maharashtra,388,a b c d
state_id,state_name,district_id,district_name
21,Maharashtra,391,Ahmednagar
state_id,state_name,district_id,district_name
21,Maharashtra,364,Akola
state_id,state_name,district_id,district_name
21,Maharashtra,366,Amravati
state_id,state_name,district_id,district_name
21,Maharashtra,397,Aurangabad
state_id,state_name,district_id,district_name
21,Maharashtra,384,Beed
state_id,state_name,district_id,district_name
21,Maharashtra,370,Bhandara
state_id,state_name,district_id,district_name
21,Maharashtra,367,Buldhana
state_id,state_name,district_id,district_name
21,Maharashtra,380,Chandrapur
state_id,state_name,district_id,district_name
21,Maharashtra,379,Gadchiroli
state_id,state_name,district_id,district_name
21,Maharashtra,378,Gondia
state_id,state_name,district_id,district_name
21,Maharashtra,386,Hingoli
state_id,state_name,district_id,district_name
21,Maharashtra,390,Jalgaon
state_id,state_name,district_id,district_name
